filename,gender,bodyFat,ffmi,prompt
"male_ffmi15_bf5.png","male",5,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 5% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf10.png","male",10,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 10% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf15.png","male",15,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 15% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf20.png","male",20,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 20% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf25.png","male",25,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 25% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf30.png","male",30,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 30% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf35.png","male",35,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 35% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf40.png","male",40,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 40% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf45.png","male",45,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 45% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi15_bf50.png","male",50,15,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 50% - FFMI: 15 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf5.png","male",5,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 5% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf10.png","male",10,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 10% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf15.png","male",15,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 15% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf20.png","male",20,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 20% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf25.png","male",25,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 25% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf30.png","male",30,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 30% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf35.png","male",35,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 35% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf40.png","male",40,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 40% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf45.png","male",45,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 45% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi17_5_bf50.png","male",50,17.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 50% - FFMI: 17.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf5.png","male",5,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 5% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf10.png","male",10,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 10% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf15.png","male",15,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 15% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf20.png","male",20,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 20% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf25.png","male",25,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 25% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf30.png","male",30,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 30% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf35.png","male",35,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 35% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf40.png","male",40,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 40% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf45.png","male",45,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 45% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi20_bf50.png","male",50,20,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 50% - FFMI: 20 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf5.png","male",5,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 5% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf10.png","male",10,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 10% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf15.png","male",15,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 15% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf20.png","male",20,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 20% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf25.png","male",25,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 25% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf30.png","male",30,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 30% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf35.png","male",35,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 35% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf40.png","male",40,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 40% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf45.png","male",45,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 45% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi22_5_bf50.png","male",50,22.5,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 50% - FFMI: 22.5 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf5.png","male",5,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 5% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf10.png","male",10,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 10% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf15.png","male",15,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 15% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf20.png","male",20,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 20% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf25.png","male",25,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 25% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf30.png","male",30,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 30% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf35.png","male",35,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 35% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf40.png","male",40,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 40% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf45.png","male",45,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 45% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
"male_ffmi25_bf50.png","male",50,25,"Generate a futuristic-looking white wireframe of a human torso.  Style: Clean, minimalist, white lines on pure black background. View: Front-facing torso only (chest to waist). Details: Show muscle definition and body composition appropriate for: - Gender: male - Body Fat: 50% - FFMI: 25 No face, no limbs, just torso. Pure white wireframe on black background. High contrast, clean lines, anatomically accurate proportions."
